screen_name,id_str,created_at,coordinates,place,text,geo_location
detous,1154111972817850368,2019-07-24 19:31:51,,,"EF1 tornado rips roof off hotel in Cape Cod, leaves trail of damage https://t.co/hbi4A4wr0U via @accuweather",
bagsandwes,1154111845160116226,2019-07-24 19:31:20,,,"@DanRather And he throws more crap than a spring tornado tearing through a Texas stockyard, to put it in Ratheresque terms.",
Maria1D89,1154111768903540739,2019-07-24 19:31:02,,,maybe that's what happens when a tornado meets a volcano.,
jakesntiago,1154111664666611714,2019-07-24 19:30:37,,,i'm not saying simmosa is superior but their first kiss literally stopped a tornado soooo,
masslivenews,1154111549562376192,2019-07-24 19:30:10,,,Cape Cod businesses won't let a tornado stop their work. https://t.co/T1ELg5AjT6,
pierogi_,1154111515965960198,2019-07-24 19:30:02,,,"Feel similar, but, still think, in particular, GOP reps phones need to be ringing off the hook. Demands for impeach… https://t.co/JMzs0AGrhk",
KittyMc07568577,1154111501512380417,2019-07-24 19:29:58,,,"Chatham,Mass. On the Cape. Tornado destruction of my next door neighbors. 5 trees fell like dominos. 2 trees direct… https://t.co/3jjgE6Jzs1",
mir_ocall,1154111308289257473,2019-07-24 19:29:12,,,"@sanepolitico I suspect, perhaps, it's because Farrell didn't take to @TodaySOR like a tornado?",
KiNgDoooMsDaY,1154111126222848000,2019-07-24 19:28:29,,,I moved here with the expectation of only having like one hurricane. But a tornado? This is some bull shit https://t.co/ZVGmCj4dES,
Sasta24,1154110905694720003,2019-07-24 19:27:36,,,@Alwaysteetime It is fabulous storms top my list :) would love to see a big tornado 🌪,
DMR09,1154110731375271937,2019-07-24 19:26:55,,,"Respect Mother Nature #CapeCod

https://t.co/JnzMAe2092",
5_by_26,1154110650672734209,2019-07-24 19:26:36,,,@Karoli @kittyFitz50 Chuck Todd is unwatchable &amp; an embarrassment to @MSNBC / #AndyLack . Every time his face shows… https://t.co/G6FGoJStLs,
rosspjoshua,1154110511442796544,2019-07-24 19:26:02,,,Thousands without power after rare Cape Cod tornado https://t.co/EFVSbK5g3g,
fpl_tornado,1154110199717859328,2019-07-24 19:24:48,,,"Michael Keane off injured (bad cut to the eye).  Don't think he'll miss any time, but Everton's defense is paper thin right now.",
stacywoods,1154110056276910081,2019-07-24 19:24:14,,,John Woods Jennifer Bernhardt Durrua Adam Durrua Maggie MacBlane tornado yesterday on Cape Cod - may your seas be c… https://t.co/GgPANZQLOe,
sporkette,1154109971564392448,2019-07-24 19:23:54,,,Tornado hits Cape Cod as thunderstorms break the heat https://t.co/B9emE5NuV0 via @MailOnline,
cbsnewspath,1154109846104498177,2019-07-24 19:23:24,,,WATCH: A man working on a sailboat when a strong storm blew through Cape Cod managed to hang on and record the dram… https://t.co/VdO8e3jggD,
jisungzn,1154109822050209793,2019-07-24 19:23:18,,,ooooh i was something so remarkable it seems to me that she was only in my head for a moment i told you i lost it t… https://t.co/wSgnSKXOwZ,
TNPerkins4,1154109648703590400,2019-07-24 19:22:37,,,"@Artsy_Chef Dude... if it was left up to me, there would be Blue Devil, Ultra the Multi-Alien, Red Tornado, Metal M… https://t.co/WjbMIStQQL",
cmcleodsfagent,1154109538473111555,2019-07-24 19:22:10,,,Be Ready Tip: Keep some heavy blankets or an old mattress in your tornado safe space. They can help give you added… https://t.co/tocg583NxR,
WWLP22News,1154109497645981697,2019-07-24 19:22:01,,,“It was complete devastation” Thousands still without power in Barnstable County after tornado https://t.co/GhokaUlRLu,
ZoomRadar,1154109212282236928,2019-07-24 19:20:53,,,"""Based on the storm’s visuals, Monday’s tornado was probably a so-called landspout tornado."" Latest article from… https://t.co/X5zeYxpaM3",
indiewresbot,1154108998733443072,2019-07-24 19:20:02,,,"Fenix, Ivan Kiev and Mike Bailey loses to OI4K and Zack Sabre Jr. in a tornado six-man tag match",
angrytelemachus,1154108870417104897,2019-07-24 19:19:31,,,@MrProWestie I live in Missouri. It's been strangely cool here due to a VERY active spring. A tornado in my city an… https://t.co/gOpXa5i4vg,
Card1nalCountry,1154108701441175556,2019-07-24 19:18:51,,,"@TorryGaucher @wpri12 Oklahoma, Kansas, Missouri, Kentucky, ect. is the mecca of Tornado Alley",
WBUR,1154108487078559744,2019-07-24 19:18:00,,,Cleanup continues after yesterday's tornado in Yarmouth. @MassGovernor visited earlier to survey the damage: https://t.co/BFUc7vNQCO,
MissyMmms,1154108393805799426,2019-07-24 19:17:38,,,#lastSaturdaynight before the storm dumped on me and ruined my hair and makeup.  A tornado was just north of us.… https://t.co/td9dS8uT4a,
bmehealth,1154108166575030272,2019-07-24 19:16:43,,,2019-07-22.  Weekend Storms  Tornado Damage Mountain WI  Green Bay Storms… https://t.co/wjyI4Utjqa via @YouTube,
PaigElizabeth9,1154108147805696001,2019-07-24 19:16:39,,,"This week has been like 10 weeks, no?! Monday, massive fire. Tuesday, tornado. Wednesday, Mueller testimony.. who k… https://t.co/o4DYvMYOg6",
bmehealth,1154108099373993991,2019-07-24 19:16:27,,,2019-07-22. Weekend Storms Tornado Damage Mountain WI Green Bay Storms… https://t.co/8eV6eIXHeK,
Kellen_Browning,1154107957925351429,2019-07-24 19:15:54,,"Place(_api=<tweepy.api.API object at 0x10f0244e0>, id='1dacd62345aae1e0', url='https://api.twitter.com/1.1/geo/id/1dacd62345aae1e0.json', place_type='city', name='Dennis Port', full_name='Dennis Port, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f0244e0>, type='Polygon', coordinates=[[[-70.157218, 41.650512], [-70.117715, 41.650512], [-70.117715, 41.690253], [-70.157218, 41.690253]]]), attributes={})",Gov. Baker says state will seek federal disaster relief to help in recovery from Cape tornado  https://t.co/gdWUOriYyr via @BostonGlobe,
TorryGaucher,1154107873678544897,2019-07-24 19:15:34,,,@Card1nalCountry @wpri12 We went in after the tornado passed. Chasing in New England can be dangerous because of th… https://t.co/eqvaZBsZlQ,
Al3xCole,1154107793420562433,2019-07-24 19:15:14,,,#CapeCod #Tornado. Words I didn't expect in the same sentence. https://t.co/cAYI359CJ9,
Card1nalCountry,1154107554122936321,2019-07-24 19:14:17,,,"@TorryGaucher @wpri12 Bruh if you ever go on a Tornado Chase, I volunteer to be your co-pilot. I like living danger… https://t.co/SGBYzQg1CI",
Livestormchaser,1154107244801351681,2019-07-24 19:13:04,,,"Cleanup continues this morning of removing trees throughout the town of West Yarmouth, Massachusetts after an​ EF1… https://t.co/0yqEecHkQ0",
whitneyheavey,1154107199699877889,2019-07-24 19:12:53,"{'type': 'Point', 'coordinates': [-69.96027778, 41.68194444]}","Place(_api=<tweepy.api.API object at 0x10f0244e0>, id='007612b47e6f836b', url='https://api.twitter.com/1.1/geo/id/007612b47e6f836b.json', place_type='city', name='Chatham', full_name='Chatham, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f0244e0>, type='Polygon', coordinates=[[[-70.038436, 41.66068], [-69.945158, 41.66068], [-69.945158, 41.71547], [-70.038436, 41.71547]]]), attributes={})","It’s been a little crazy here with clean up and power outage after our Cape Cod tornado yesterday! Thankfully, we a… https://t.co/kadGTwCeGW","{'type': 'Point', 'coordinates': [41.68194444, -69.96027778]}"
titty_tornado,1154107199162998784,2019-07-24 19:12:53,,,@sipandsink Hahaha! I totally embraced that version of the holiday too. Thankfully I don't have to do that anymore… https://t.co/DMmHXHIi71,
fakefantas,1154106873265700867,2019-07-24 19:11:35,,,Chill with a Creepy Tornado &amp; Tea Fanta 🍦 https://t.co/woJMHHzlT7,
StormTours,1154106772749246464,2019-07-24 19:11:11,,,"#Tornado outbreak in #Colorado on June 4 2015, #amazing! https://t.co/J8s0dqHjdS #AdventureTravel #StormTours #StormChasers #Tours #storms",
loya_betty,1154106147487404032,2019-07-24 19:08:42,,,"@Team_Mitch Bull, I wouldn't protect the REPUKES  from a tornado",
elizabethvarao,1154106004562481152,2019-07-24 19:08:08,,,@Wildombrexo like sup wif de civil war??? LOL Leos raging thru like a tornado.,
EnduraData,1154105945300992000,2019-07-24 19:07:54,,,A 911 Center Built to Withstand Tornado Winds https://t.co/cCFephfUuX,
boston_informer,1154105661099323394,2019-07-24 19:06:46,,,Gov. Charlie Baker speaks about Cape Cod tornado https://t.co/d3j99xFqss https://t.co/muaL2dhsqJ,
teamcmcbot,1154105630585688065,2019-07-24 19:06:39,,,".@Mauricio___CR has won grand challenge on 25/07/2019 03:06:28 SGT [Golem,Cannon Cart,Mega Minion,Baby Dragon,Elect… https://t.co/WHgGW2q6OH",
mcelhearn,1154105538566864896,2019-07-24 19:06:17,,,@CraigGrannell Did you see there was a tornado in Manchester the other day? Crazy.,
FairfieldFilms,1154105412838404097,2019-07-24 19:05:47,,,"Tim &amp; Eric's Bedtime E09 Tornado was beautifully fucked up. Reminded me of Blue Jam. 10/10, 5 bags 5 sodas and a fo… https://t.co/83NO46kSZI",
EmarKalis,1154105292663087104,2019-07-24 19:05:18,,,"Arizonans can never be content with the weather. Its either too hot, too dry, too muggy, too cold, bruh i rather ha… https://t.co/uurIjkqU2p",
AssnExec,1154105277626667011,2019-07-24 19:05:15,,,How to Handle the Chaos of a ‘Tornado Boss’ via @WSJ https://t.co/bs4aOwPSFF #PIHRA #SHRM #HR https://t.co/zChToOT3vV,
tbettis108,1154105271599452163,2019-07-24 19:05:13,,,I’ve been watching and it is going to take a tornado to spin this ! https://t.co/5kiSCDkCHB,
Knowledge8Truth,1154104846636781581,2019-07-24 19:03:32,,,"Abu Huraira narrated: I heard Allah's Apostle ﷺ saying ""Nothing is left of the prophecy except Al-Mubashshirat."" Th… https://t.co/oMHXkJuNH1",
kellylwhite1,1154104583041540098,2019-07-24 19:02:29,,,Has the Trump tornado been seen twisting above the White House yet?,
emilypeoples13,1154104410513059840,2019-07-24 19:01:48,,,Cape Cod Tornado in Hyannisport https://t.co/ziQYlQ35LB,
ZacharysWeather,1154104344092041216,2019-07-24 19:01:32,,,"A rare EF1 tornado struck the popular New England vacation spot on Tuesday knocking out power to at least 45,000, a… https://t.co/GULOgVzD5u",
accuweather,1154104179671126018,2019-07-24 19:00:53,,,"A rare EF1 tornado struck the popular New England vacation spot on Tuesday knocking out power to at least 45,000, a… https://t.co/EK7Rwictya",
DeniceAli,1154104067209224194,2019-07-24 19:00:26,,,@GovMurphy @PSEGdelivers @JCP_L When I tried to apply for help from FeMA it indicated my area isn't declared a disa… https://t.co/Gs5wzVCLfP,
uhaul,1154104050058747904,2019-07-24 19:00:22,,,URGENT: Our relief efforts are expanding to #CapeCod in the wake of the recent #tornado in the area. Please share w… https://t.co/FXKnPDAuEh,
sarahwroblewski,1154104043263922176,2019-07-24 19:00:20,,,"More details are expected later today... but this was the second tornado on Cape Cod within the last year, (last on… https://t.co/KTPKWzl26X",
Cox_Box_Tornado,1154104042211217408,2019-07-24 19:00:20,,,"Yes it is, but Pelosi is such a useless piece of shit that she still won't do it. So it doesn't matter. https://t.co/Pffi9aNlYy",
jag523,1154103791878320130,2019-07-24 18:59:20,,,@TonyPannWBAL what is normal time frame for NWS to determine whether a tornado hit?,
ADPedler,1154103778116685824,2019-07-24 18:59:17,,,@marcuskelson @CraigHill01 @slsandpet It it also called ‘tornado alley’.  ... more KKK than lgtbi et al. ... at lea… https://t.co/DIDZm0lI4C,
EfgHenry,1154103723054063617,2019-07-24 18:59:04,,,"Proper planning, preparation and proactive steps to reduce damage can help businesses survive and become more resil… https://t.co/qmJvB7tu3f",
efg_paula,1154103719098757126,2019-07-24 18:59:03,,,"Proper planning, preparation and proactive steps to reduce damage can help businesses survive and become more resil… https://t.co/jlffLPT6Le",
DelmaSilvas,1154103715072270339,2019-07-24 18:59:02,,,"Proper planning, preparation and proactive steps to reduce damage can help businesses survive and become more resil… https://t.co/elKOTVvRtJ",
BetsyEfg,1154103709674217473,2019-07-24 18:59:01,,,"Proper planning, preparation and proactive steps to reduce damage can help businesses survive and become more resil… https://t.co/NB5c55OhNV",
Twheater2,1154103455511826432,2019-07-24 18:58:00,,,Neighbors working together to clear debris from tornado on Cape Cod https://t.co/t5Q77bZDT7,
jtcarr58,1154103306903609345,2019-07-24 18:57:25,,,"@chucktodd Chuck you are failing as a reporter , if the old man with a chew of tobacco says the house blew away in… https://t.co/EuIVYeDBXg",
titty_tornado,1154103143073869827,2019-07-24 18:56:46,,,"Day off,slept in a bit,watching #AlitaBattleAngel w/my kiddos. Enjoying a day of AC &amp;laziness I know it's a big day… https://t.co/70Ih8tC8qi",
rm29303,1154103002849898496,2019-07-24 18:56:12,,,Baking in a Tornado - https://t.co/ultjRhTsh5 @BakngInATornado,
weik_kevin,1154102780958842881,2019-07-24 18:55:19,,,@JustinDrabick What's the difference between a cold air funnel  and a tornado? Please explain. Thank you.,
silvisatof,1154102656853581824,2019-07-24 18:54:50,,,When a tornado meets a volcano 🧨,
3BLMedia,1154102616994877440,2019-07-24 18:54:40,,,.@CNHIndustrial brand @CASECE works together with #TeamRubicon to help communities in times of need. See how they r… https://t.co/WRemGuTsvK,
OnWeather1,1154102460446695424,2019-07-24 18:54:03,,,NEW footage compilation from TORNADO in eastern Colorado https://t.co/p1HfGaOeIK https://t.co/DHO98oS2dv,
wdefnews12,1154102201347973120,2019-07-24 18:53:01,,,Winds rip roof off hotel as rare tornado hits Cape Cod https://t.co/TOQhRel0HV,
savedemocracy18,1154101580574220289,2019-07-24 18:50:33,,,@laurendane @lillie_80 'Tornado of fuckery' describes 2019 quite succinctly.,
MooreintheAM,1154101580372807685,2019-07-24 18:50:33,,,So now there has been a tornado in Cape Cod.  Combine that with the sharks and what have we?,
AbbeyNBCBoston,1154101516019650562,2019-07-24 18:50:18,,,"Muriel Parker is 95. Her late husband was in the Navy. Her home In #Harwich was damaged in the tornado, but she’s n… https://t.co/OIT7FVx9kZ",
EllenMislak,1154101465125982208,2019-07-24 18:50:06,,,Uncle Nate’s Tornado and  a few hours after the tornado touchdown here at the Cape ⁦@TreeHouseBrewCo⁩ ⁦… https://t.co/O4lFbZyD4h,
1RedForrest,1154101382770647040,2019-07-24 18:49:46,,,"Parts of Cape Cod were struck by storm bursts and a tornado yesterday:

https://t.co/808vtjNfxf",
H_Linville,1154101334926217217,2019-07-24 18:49:35,,,Lucky that we planned our trip back to the Cape for this weekend. Looks like we will be doing a lot of repairs to t… https://t.co/bBfbUQRZcB,
boston_informer,1154101288218570754,2019-07-24 18:49:23,,,Video: Man survives wild ride on sailboat during tornado on Cape Cod https://t.co/AFxEtFjrJ5 https://t.co/B5vCvALkrS,
FLAVOLS,1154101211332841472,2019-07-24 18:49:05,,,@SECNetwork Praying for a tornado 🌪,
BostonGlobe,1154101204458332161,2019-07-24 18:49:03,,,Neighbors working together to clear debris from tornado on Cape Cod https://t.co/d0GDlcXDut,
mdtthatginger,1154101170815692800,2019-07-24 18:48:55,,,"🌪You’re a Oklahoma tornado, exist on your OWN damn terms 🌪 https://t.co/lnEC55OTUH",
FishWithSticks,1154101118651097088,2019-07-24 18:48:43,,,@laurendane @lillie_80 “Tornado of fuckery.” Brilliant. I love you.,
GraceCLett20,1154101074019737600,2019-07-24 18:48:32,,,Probably my favorite moment from this summer has been hearing people in the newsroom refer to the tornado that hit Cape Cod as a “twistah”,
DonnyDeplorable,1154100814878781442,2019-07-24 18:47:31,,,The #Republicans and #FoxNews are spinning this faster than a #tornado. Unfortunately people will believe them.… https://t.co/O3d9gu3HlZ,
mtntandem,1154100766287773699,2019-07-24 18:47:19,,,Rare tornado in southern Colorado damages homes near DeWeese Reservoir https://t.co/6exR1SIj1H,
thatvikingsfan8,1154100487794364416,2019-07-24 18:46:13,,,"Green Bay is under a tornado warning...

They say to take shelter at Lambaeu field because there's no chance a touchdown will happen there",
4029news,1154100473764425729,2019-07-24 18:46:09,,,Cape Cod hit by rare tornado https://t.co/I8VVpnixcJ https://t.co/IJJ93QKSb3,
medmission,1154100410367561728,2019-07-24 18:45:54,,,"PRAISE REPORT FROM MY WIFE!

Good Afternoon 
I am PRAISING AND THANKING THE LORD FOR HIS GRACE &amp; MERCY AND HIS MIGH… https://t.co/5ZgqYjBFiu",
laurendane,1154100394303217665,2019-07-24 18:45:50,,,@lillie_80 I mean. It's a tornado of fuckery out there. Jesus. I'm certainly no innocent when it comes to popping o… https://t.co/CS5P4XxJY6,
trefloww,1154100270722215937,2019-07-24 18:45:21,,,Just saw a little tornado throwing dirt around...🥴😖😰,
SMASHnewsBOT,1154100070377242624,2019-07-24 18:44:33,,,Local Mario player complains Mii Swordfighter's Tornado is OVERPOWERED,
MaureenGreenCC,1154100041180536832,2019-07-24 18:44:26,,,"This was the Cape Cod tornado, as seen from a window in my home yesterday: Cape Cod Tornado 2019 https://t.co/lF7VbOu1aZ via @YouTube",
titty_tornado,1154099841158434817,2019-07-24 18:43:38,,,"@snifflesnack It's much easier to be a cheerleader for someone else's recovery. Like you said,it takes the spotligh… https://t.co/AN25XolcxS",
atlantisfgc,1154099655711625218,2019-07-24 18:42:54,,,Could we chat about this movie is making a tornado shot character seems really fun.,
wxaseymore,1154099605363187712,2019-07-24 18:42:42,,,"@MatthewCappucci Yeah I have never seen a funnel cloud, let alone a tornado or waterspout, so I was pretty disappoi… https://t.co/b5YkwujDXi",
I_News_N,1154099560614117378,2019-07-24 18:42:32,,,Tornado hits Cape Cod leaving greater than 33000 residents without energy -- #Tornado #hit...… https://t.co/iLdmZbHitZ,
VidGameBossBot,1154099546424827905,2019-07-24 18:42:28,,,"Loud Glowing Dominatrix
 ATK : 4118 DEF : 9194 SPE : THUNDER EXPLOSION TORNADO",
AbbeyNBCBoston,1154099453428719618,2019-07-24 18:42:06,,,NOW: @MassGovernor touring the damage in #Harwich after yesterday’s tornado. @NBC10Boston @necn https://t.co/KXRIuTSCcH,
JulieConvery,1154099439491067904,2019-07-24 18:42:03,,,@awfultruth01 Oh thank god. I was working in Springfield when they had a tornado back in 2011. Scary as crap 💩. Now… https://t.co/MWskgLdegF,
NBC10Boston,1154099202617729024,2019-07-24 18:41:06,,,"""It's very hard at this point to calculate how much debris and how much damage has been caused by this,""… https://t.co/Xh0MlOn5GI",
SharkScience,1154099101790855168,2019-07-24 18:40:42,,,High End EF-1 #Tornado Confirmed  on #Cape Cod with maximum wind strength of 110 mph. Much damage at tornado touchd… https://t.co/Lx0yiaUGxY,
tornadospectral,1154099042613420035,2019-07-24 18:40:28,,,"Tornado Spectral Systems is looking for a Quality Manager and we want YOU! To view a detailed job description, plea… https://t.co/JwMEhnLiDT",
Nicky_DAgs,1154098961872900096,2019-07-24 18:40:09,,,Castellano was toying with them.. eesh. Looked like a tornado on grass. #Chadsworld,
inierras,1154098953597718529,2019-07-24 18:40:07,,,Home Buying Tip | Review the home location for possibility of natural events https://t.co/UlsfdYdvmW Homes located… https://t.co/o0c2mdfMsb,
GupKan,1154098709463912448,2019-07-24 18:39:09,,,"EF1 tornado rips roof off hotel in Cape Cod, leaves trail of damage https://t.co/KTFTQaKYT5 https://t.co/RZedx32BER",
amyhallboston,1154098703768027136,2019-07-24 18:39:07,,,700 crews work on Cape Cod to clear debris and restore power after tornado hits area https://t.co/vWFY7vLtU5 https://t.co/kJkQAVbU8x,
JLGulliver,1154098485492408320,2019-07-24 18:38:15,,,@MassDOT Crews from around the state have been deployed to assist @MassEMA @MassDCR and other state and local agenc… https://t.co/tmUsCZ0U2B,
PetesWire,1154098017743638529,2019-07-24 18:36:24,,,"NEW: 

@EversourceMA tells @Bward3 they hope to have ALL power restored to tornado hit #CapeCod by Friday night. https://t.co/LIoZAA81F7",
BostonDotCom,1154097989285240832,2019-07-24 18:36:17,,,Video: Man survives wild ride on sailboat during tornado on Cape Cod https://t.co/c1mYNRBeXJ https://t.co/ExqtMnMFIR,
HomeWorksLLCIN,1154097942313275397,2019-07-24 18:36:06,,,Did the tornado or recent storms wreak havoc on your home? The HomeWorks Remodeling team can work with your insuran… https://t.co/8CyAAEpVyX,
weathernetwork,1154097583368933376,2019-07-24 18:34:40,,,"The U.S. National Weather Service confirmed that a strong, but rare EF-1 tornado hit Cape Cod, Massachusetts on Tuesday.",
trulyavaporeon,1154097383086731266,2019-07-24 18:33:52,,,Tornado won’t stop our fun! We went to Nantucket and saw the Whaling Museum. Also went to a sharky beach 🦈 https://t.co/dPVhE9K0It,
ImJoshDunham,1154097270947831810,2019-07-24 18:33:26,,,"@olafimihanoshin You have my dying! 😂😂😂 That man is about as awesome as a tiki hut during a tornado. FOH, Lewan.",
ZachCR_,1154097054999822336,2019-07-24 18:32:34,,,@DaJuicyOne_CR @noahhhhhcr honestly fireball and tornado in the same deck... doesnt even need poison-- as long as y… https://t.co/jdVOjFS5pK,
way310_ebooks,1154096753345359872,2019-07-24 18:31:22,,,"since y'all don't realize, lan odyssey is the best album ever hol up lemme teach you
tornado kick
murphy group
7-el… https://t.co/eKmB9siIEi",
JayyLyyte,1154096716913811456,2019-07-24 18:31:14,,,@theneedledrop Tornado of souls,
KatrinaKNews,1154096712203538433,2019-07-24 18:31:12,,,POWER OUTAGES: Thousands are still without power in Barnstable County after a EF-1 tornado hit on Tuesday. If you'r… https://t.co/S0gmsb5zQ0,
AmandaGeaney,1154096571644076032,2019-07-24 18:30:39,,,I trimmed limbs off the Rose of Sharon that was damaged in the tornado and gave them to the goats. Little Miss Sara… https://t.co/0A1isTqwxs,
Tori_Bedford,1154096502169591808,2019-07-24 18:30:22,,"Place(_api=<tweepy.api.API object at 0x10f0244e0>, id='0fc34b593c155002', url='https://api.twitter.com/1.1/geo/id/0fc34b593c155002.json', place_type='poi', name='Cape Playhouse', full_name='Cape Playhouse', country_code='', country='', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f0244e0>, type='Polygon', coordinates=[[[-70.19176758939157, 41.74051118440457], [-70.19176758939157, 41.74051118440457], [-70.19176758939157, 41.74051118440457], [-70.19176758939157, 41.74051118440457]]]), attributes={})","Cape Playhouse still doesn’t have power. They’re performing the opening day of A Chorus Line with a generator, no A… https://t.co/a8YDuIako9",
205mph,1154096315808264193,2019-07-24 18:29:38,,,"@Didier_Wx Didier, was this the tornado warned storm?",
22NewsStormTeam,1154096165190807553,2019-07-24 18:29:02,,,“It was complete devastation” Thousands still without power in Barnstable County after tornado https://t.co/Vqt9ihM301,
aesthicari,1154095863670685702,2019-07-24 18:27:50,,,@Louis_Tomlinson @420mitpaula we just had a tornado in cape cod lol,
epicgamemusic,1154095669654802432,2019-07-24 18:27:04,,,I'm probably not streaming today. There was a tornado where my grandmother is and she is missing.,
titty_tornado,1154095325226786816,2019-07-24 18:25:42,,,@EPTrouble So much the same😍😍😍,
MistressDeath,1154095236743749633,2019-07-24 18:25:21,,,'Need more resources on the ground' Gov. Baker says about Cape Cod tornado cleanup https://t.co/xFzlNpe4O2,
FerretSlave,1154095228887846912,2019-07-24 18:25:19,,,Tornadoes and earthquakes where they've never happened before. High winds rip roof off hotel as rare tornado strike… https://t.co/ppfbs3SPPW,
titty_tornado,1154095165339889664,2019-07-24 18:25:04,,,"@EPTrouble You're absolutely right. The tension is amazing. I just love it. The clothes...the dancing..oh man, I ha… https://t.co/RavaWf9Dvc",
EPTrouble,1154094957331996673,2019-07-24 18:24:14,,,"@titty_tornado Oh you wonderful, starlight porpoise. You are kind and sweet and strong and beautiful. I'm so glad you are my friend 💕🥰",
greavespg,1154094943130046464,2019-07-24 18:24:11,,,"Between Fort Greene and Southeast Queens, I lived in NYC for over three decades. I don't recall flooding in… https://t.co/PciwrymZDB",
dejifirza13,1154094803186900992,2019-07-24 18:23:37,,,"Ingin Tuhan sumpahhhhhhh
Tornado Tourism Is Actually A Thing https://t.co/IgedyNimyU via @YouTube",
PetesWire,1154094694110027776,2019-07-24 18:23:11,,,"NEW: @MassGovernor Charlie Baker is meeting with tornado victims on #CapeCod and viewing storm damage.

28,000+ peo… https://t.co/rw0SkPkQUU",
EPTrouble,1154094568486424577,2019-07-24 18:22:41,,,"@titty_tornado Sweetie, if any two singers were a bit gay for each other it was these two, it's a love ballad :)",
tanniesmominlaw,1154094555198738433,2019-07-24 18:22:38,,,"tornado warning yesterday, then woke up to this at 2am. why do i live here?
canada is everything okay at home? https://t.co/yzSYoeNB8N",
OtterlyAmazing,1154094382011899905,2019-07-24 18:21:57,,,@mephitfurmeet Old Style BBQ has decent food.  They took care of us Sunday night in 2012 during the tornado warning. I'll never forget,
capecodtimes,1154094216152330242,2019-07-24 18:21:17,,,Photo Gallery: Cleanup begins on Cape following Tuesday's tornado https://t.co/T1rY5UtbuU #CapeCod @cctphoto https://t.co/bxNNgNlyK8,
1776_2026,1154094190827057152,2019-07-24 18:21:11,,,"A rarity: Tornado touched down on Cape Cod (South Yarmouth)
Tuesday https://t.co/F4085nKyTI",
MoodyFooka1,1154094160275791884,2019-07-24 18:21:04,,,#fookaBthinkin “Ok....Who Gave #MrMuellerKat A Shot Of Red Bull? For Round 2 🤔 He’s Like A Tornado Now!” https://t.co/b3S8L0rEhS,
titty_tornado,1154094067896029184,2019-07-24 18:20:42,,,@EPTrouble 👆👆👆👆 ok...this is not a gif for an 80's love ballad...but I couldn't resist. I love this music video so much. 😁😁😁,
mynameisminka78,1154094024237752327,2019-07-24 18:20:32,,,"Stormy update: 

She's a feline tornado. A category 5 purricane. (Yes, purricane I had to make the pun because of h… https://t.co/ZW8i81Lw27",
gdmkimages,1154093896953151490,2019-07-24 18:20:01,,,See our Classic Military Aircraft Embroidered Varsity Jacket at https://t.co/fcOLf4x6x5 - Lightning and Lancaster i… https://t.co/OQnWngEnaU,
titty_tornado,1154093887595487232,2019-07-24 18:19:59,,,@EPTrouble 😆I don't care! I'd be happy on our own internet island! I think we're a good example of telling ppl that… https://t.co/DPeLBz3ekV,
MJPatchouli,1154093610335293440,2019-07-24 18:18:53,,,"A tornado at Cape Cod is kind of unusual. Very unusual, actually. Oh, well, crank up the AC and carry on ... https://t.co/x2q772YNYj",
AlabamaBaptist,1154093334291537921,2019-07-24 18:17:47,,,TAB will be hosting a benefit night at Providence Baptist Church on August 2nd to aid the families in the Beauregar… https://t.co/ohOecWiRvA,
WeatherBug,1154093295934541827,2019-07-24 18:17:38,,,"A tornado touched down in South Yarmouth, Massachusetts, on July 23 and significant wind damage was reported in the… https://t.co/tlBYe8PmuD",
nlc12578,1154093250942328833,2019-07-24 18:17:27,,,Blue Tornado Football Fundraising time💙🌪🏈 https://t.co/vTXhCvwOa4,
MarkTreinen,1154092878798315523,2019-07-24 18:15:58,,,"""I was trying as hard as I could to keep the panic from bubbling up, but I was frozen. I had my back against the ba… https://t.co/EE1kQvRvDK",
CTVNews,1154092793079455746,2019-07-24 18:15:38,,,WATCH: Rare tornado rips roof from Cape Cod inn https://t.co/keast63qrP https://t.co/FeKoDJiXYe,
EPTrouble,1154092788537024513,2019-07-24 18:15:37,,,"@titty_tornado One day we are going to annoy the entire internet into blocking us. I don't care, I love you! You will always get hugs!",
MassDFS,1154092664029155328,2019-07-24 18:15:07,,,"The aftermath of the #tornado will be difficult. If you are using a #generator, be sure to use it outside (not in a… https://t.co/CsQnhUABpB",
whiteryano,1154092639299543041,2019-07-24 18:15:01,,,"Manchester's weird weather week brings tornado, then heatwave https://t.co/mdo9ugOEaY",
