screen_name,id_str,created_at,coordinates,place,text,geo_location,text_count
artcorecoil,1153522908905582592,2019-07-23 04:31:07,,,@Killer_Draco O ok it might just be coincidentally when i hit em w a fire thing their hp was low enough that their… https://t.co/Y1sKb4Ijnz,,24
H20surfer1,1153522906023882752,2019-07-23 04:31:06,,,I hope Theo is on the way down to fire Joe. #cubs,,12
GinaLawriw,1153522901838172161,2019-07-23 04:31:05,,,Meghan Markle &amp; Prince Harry's Birthday Wish Is Under Fire https://t.co/IVpTQNvu1r via @enews,,13
zangazulugirl,1153522897857798144,2019-07-23 04:31:04,,,@NkosiJeromeZung You are so intelligent from reading some if the judgement. You will be fire after reading all of it,,20
gazedkth,1153522897534820352,2019-07-23 04:31:04,,,fire truck nct https://t.co/CMLcFME7Pb,,4
xplicitrnb,1153522895353761792,2019-07-23 04:31:04,,,"En ce moment sur https://t.co/OYdAnyf7dB : Alicia Keys - Girl on fire
La stream radio RNB/SOUL hot &amp; cool sur l’app… https://t.co/DwsFwHn0Y4",,22
Airportandie,1153522894129061888,2019-07-23 04:31:04,,,@SethAbramson So for a report that has “nothing” on Trump there sure is a lot of “action” to keep all silent.  It s… https://t.co/VVW1WFnJXS,,24
AfghanJesus,1153522884469542912,2019-07-23 04:31:01,,,Is it jus me or do the fits u randomly put together without planning usually turn out fire??,,18
CallithAppleton,1153522881520971779,2019-07-23 04:31:01,,,"@ErikSevern @GWelders80 ((Oh yeah, the WWII RP was rather epic!  I still have shivers from how Jon went out in that… https://t.co/UHwyhcpNpJ",,22
ayoG3L0,1153522880786735104,2019-07-23 04:31:00,,,i’m rlly gonna... preorder fire emblem just for the pins. and wear all of them at the risk of losing them all 😩💕,,23
tryppymane,1153522878647885824,2019-07-23 04:31:00,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='00f751614d8ce37b', url='https://api.twitter.com/1.1/geo/id/00f751614d8ce37b.json', place_type='city', name='Richmond', full_name='Richmond, VA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-77.601044, 37.447046], [-77.385297, 37.447046], [-77.385297, 37.61272], [-77.601044, 37.61272]]]), attributes={})",Okay this whole playlist is fire,,6
SupportingLord,1153522874973638656,2019-07-23 04:30:59,,,@GrimlealDaddy It’s ridiculous for you to think we’d hand over the Fire Emblem and not attempt to save Ricken of ou… https://t.co/xVlvl4DcCY,,22
natnatles,1153522874801459201,2019-07-23 04:30:59,,,Where can I download Austin's song???  This shit is fire. #LastChanceU,,11
ImWhat__YouNeed,1153522866845028355,2019-07-23 04:30:57,,,"@_theyLOVEleisha 🤣 I would say it’s not that bad, but my titty is on fire right now so I’m with you lol 😂",,23
WildFire_Ops,1153522863342804993,2019-07-23 04:30:56,,,All ‘Ready’ Notification lifted for local communities (Cellar Fire Wildfire) https://t.co/hWXIW8HG1B,,11
lindazik4,1153522857772818432,2019-07-23 04:30:55,,,"You don't play with fire
Unless you wanna get burned",,10
PanchoDaFoo,1153522855524610050,2019-07-23 04:30:54,,,@_explicitKLVN 🤣🤣 they be swearing they shit fire,,8
Len_smoothtalka,1153522854333493249,2019-07-23 04:30:54,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='01983bef79d0f0cf', url='https://api.twitter.com/1.1/geo/id/01983bef79d0f0cf.json', place_type='admin', name='Lusaka', full_name='Lusaka, Zambia', country_code='ZM', country='Zambia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[27.7691065, -15.9703669], [30.4215583, -15.9703669], [30.4215583, -14.6431502], [27.7691065, -14.6431502]]]), attributes={})",Does one really need funding to know that the cost of food is high? Or for one to know that they do not have a job… https://t.co/DL69gLGkPS,,27
TBE_Newbzz,1153522853251358721,2019-07-23 04:30:54,,,@Archivs12 @Charullz @Viciousan Simmer down bootleg fire,,7
_nesspbot,1153522852785733632,2019-07-23 04:30:54,,,"when kiki falls asleep on my browser is quicker to suggest ""flabebe"" or ""fire emblem characters"" tha...",,17
xpruitt_9,1153522852349374465,2019-07-23 04:30:54,,,Yo you on fire? @Cameron7173,,5
JuvenileJolteon,1153522849916882945,2019-07-23 04:30:53,,,"@HexingKitsune Sheesh, first bad luck finding a job, then a sudden forest fire during a nice stroll?
Damn, this Jol… https://t.co/VDLHhLM19n",,21
xHausOfSethx,1153522848344039424,2019-07-23 04:30:53,,,"@hernameisBANKS Godless, HM, if we were made of water, and stroke. Cant choose one. This whole album is fucking fire. 🔥🔥🔥🔥🔥",,21
hardtokiIl,1153522846603390978,2019-07-23 04:30:52,,,name the mutuals who would throw you in a fire — @dpsmutual @supportmutuaI https://t.co/GR1lV9eDwW,,14
momodouthegrey,1153522837585637376,2019-07-23 04:30:50,,,"@Nurulaynx “baby” is a nice touch, you have a fire day today.",,12
talktomeniceplz,1153522833605066752,2019-07-23 04:30:49,,,@idkijustwrkhere @DailyRapFacts shit was fire but i get it if u only listen to one genre,,16
Drifter25,1153522829293424640,2019-07-23 04:30:48,,,"@groundhogbo @VRadke @NOLAnews @AOC No, you create enough friction and you start a fire.  Neither side can claim in… https://t.co/ROaDGPIhCl",,20
ArvisBot,1153522821068230660,2019-07-23 04:30:46,,,The Fire God Fala is also one of my ancestors. I will use my power to create a world which is free of prejudice.,,24
LouisCanoJr,1153522815934574594,2019-07-23 04:30:45,,,I wish fire spin was that good in the game https://t.co/5I0riJfg4i,,11
Usmanabdulgani9,1153522809139806210,2019-07-23 04:30:43,,,"Father, clear my sleepy head and fill my mind with expectation. Awake my slow body and energize my heart with love… https://t.co/M6FOpDV7FH",,22
HarryBerbely,1153522795185242112,2019-07-23 04:30:40,,,@SenSchumer Cancer research= coverup of the slow poisoners and fluoride toxicity. Cutting baby dicks to save the ol… https://t.co/FkTllHGJCM,,19
DantaeTho,1153522794308800512,2019-07-23 04:30:40,,,"@MeekMilly_Fan @MeekMill Spittin' Fire!,&amp;,The Real Shit!💯 
Remember Too Stay Humble!,BUD!💯",,10
Jack_Mangano,1153522786939412480,2019-07-23 04:30:38,,,Fire every manager at Twitter that forced the designers to do this bullshit. I'm assuming the designers had to be f… https://t.co/4i5ULbN4fn,,22
darealjinxy,1153522785311965184,2019-07-23 04:30:38,,,PURE FIRE!!! #SHEFELLINLOVE * https://t.co/Us3x0ql8S0 * @TrubChef Prod @xMarcusBrandon &gt;&gt; #TheEliteSociety,,11
stefspeaks,1153522783235837952,2019-07-23 04:30:37,,,On the way home tonight we witnessed a dumpster on fire and also two security guards sitting on top of an Indigenou… https://t.co/XXaGRx3yeg,,23
XjumauX,1153522779691593728,2019-07-23 04:30:36,,,@_Dpie @brett_media He spits hot fire,,6
odincson,1153522774444367877,2019-07-23 04:30:35,,,@wolvestimes i’ve never had a good experience with a capricorn before and maybe that’s because i’m a fire sun but,,20
Vivill0n,1153522767544954880,2019-07-23 04:30:33,,,"@VGMarkis Her design is, dare I say... Fire",,8
martirrr_,1153522765619703808,2019-07-23 04:30:33,,,"Did your mama tell you when something on fire, stop, drop and roll",,13
RadjeDiosa,1153522756476125186,2019-07-23 04:30:31,,,There’s always some fire on the positive side.,,8
smbjettyfiremen,1153522742483771392,2019-07-23 04:30:27,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='a612c69b44b2e5da', url='https://api.twitter.com/1.1/geo/id/a612c69b44b2e5da.json', place_type='admin', name='Arizona', full_name='Arizona, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-114.818269, 31.3322463], [-109.0451527, 31.3322463], [-109.0451527, 37.004261], [-114.818269, 37.004261]]]), attributes={})",@Bewickwren We're goin to seen alot more  area around then cellar fire area,,13
shacindananthan,1153522738792787968,2019-07-23 04:30:27,,,A woman named Kuyili (sometimes regarded her adopted daughter) then valiantly doused herself in ghee and set hersel… https://t.co/Hcu4TKtikn,,19
OldManKup,1153522735571767296,2019-07-23 04:30:26,,,"You're so smart? Lost and damaged, I was taking fire from the legendary Polaron Accountants somewhere near Alruccab… https://t.co/dyTDlYqKh7",,19
jaas666,1153522735290769408,2019-07-23 04:30:26,,,@DavidBegnaud it was .@PRPDNoticias who set fire to the vehicle https://t.co/ioP6CFCR1E,,11
WH985,1153522732321124354,2019-07-23 04:30:25,,,The fire ants will help. https://t.co/ZyMe2jvGoL,,6
JoshuaLenon,1153522722707664896,2019-07-23 04:30:23,,,"Played 2 hours of sand volleyball tonight, and it was glorious. I really miss the rhythm and geometry of the game.… https://t.co/5ZV3ifbuFa",,22
HFDfireIncident,1153522720472068096,2019-07-23 04:30:22,,,Car Fire - E056 - Little York Rd - Eastex Fwy Ib - 23:23 - https://t.co/hgF6iTF2Zv,,16
kanizzaine,1153522718165180416,2019-07-23 04:30:22,,,dont play fire with fire,,5
Woodbury134,1153522706614239232,2019-07-23 04:30:19,,,"@naturistbee Maybe you should be fire, because you are hot.",,10
seokiestars,1153522704441434113,2019-07-23 04:30:18,,,DONT FORGET FIRE ASPECT II😏😏😏😏⚔️⚔️⚔️⚔️ENDER DRAGON WAS GONNA BURN🔥🔥🔥🔥 https://t.co/jZPUjU3shj,,10
gigi_fire,1153522701354450944,2019-07-23 04:30:18,,,"Cleaning Fishes.

#streetphotography #streetshot #travellerDiaries #travellerTales #note9tales… https://t.co/af2Z1rhYG1",,8
Xman_o7,1153522700268105728,2019-07-23 04:30:17,,,"Today was a good day. Rented a cabin in the mountains, fished all day, had a huge fish fry, and now chilling by the… https://t.co/qRh6J3ibtD",,25
AmazonHelp,1153522695461621760,2019-07-23 04:30:16,,,@IAdityaKulkarni You can purchase the fire stick in Croma stores. ^SP,,11
PowerMusicRad,1153522683302350860,2019-07-23 04:30:13,,,Now playing Gang of Youths - What Can I Do If the Fire Goes Out? on https://t.co/cv15KfI5UI,,17
theedmchild,1153522683092578305,2019-07-23 04:30:13,,,fire AA,,2
bennexrodman,1153522674053931009,2019-07-23 04:30:11,,,@RF_SLYME Yoooo thats the most fire spot fam!,,8
thefactionlive,1153522672850079744,2019-07-23 04:30:11,,,#NowPlaying: Lost (03:22) by Rival Fire on The Faction #thefactionradio @ https://t.co/cmqoV4Bcua https://t.co/6uZLGazgcB,,13
freebandzife,1153522668089610240,2019-07-23 04:30:10,,,Zendaya always been fire yall n¡ggas just geigh btw,,9
ragh_twt,1153522666751401985,2019-07-23 04:30:09,,,@ANI Can somebody fire him from the parliament for being such a waste and wasting the country's time.,,18
eastunltd,1153522661638705153,2019-07-23 04:30:08,,,Behold our New Chief Justice of Nigeria...Tanko Ibrahim Muhammad...Nigerians MUST have sense by FIRE by FORCE...… https://t.co/RFzeD37ZYc,,17
dymojenai,1153522656555257856,2019-07-23 04:30:07,,,The Lion King was fire. If y’all wanted a new story go watch a different lion movie the fuck?,,19
bellaetc_rblx,1153522656446222336,2019-07-23 04:30:07,,,"@lando64000 so it's basically like a math x, y chart? fire (x) is stronger against plants (y) while ofc Fire (x) is… https://t.co/Ryu5U8jWdY",,23
GregMatthews_,1153522655007576064,2019-07-23 04:30:07,,,@TheBlogfines Imagine how bad this dumpster fire would be if the Ricketts wouldn’t have ponied up for Kimbrel.,,18
PerryVandell,1153522649886121984,2019-07-23 04:30:05,,,"I told people all hell would break loose right when I took my vacation. 

So far, the Museum Fire is licking at Fla… https://t.co/Cnf5jzE0hS",,24
nelsonqatlanta,1153522644454653952,2019-07-23 04:30:04,,,"#BREAKING #PuertoRicoProtests 

- Clashes erupted once again in Old San Juan between protestors and police forces… https://t.co/zUskhQb7Us",,17
SofPia_,1153522640516239360,2019-07-23 04:30:03,,,@DavidBegnaud The car caught fire due to a gas grenade from the police,,13
curlyynayy,1153522634556153857,2019-07-23 04:30:02,,,@hiwotty @catherinekae_ @RAII5X sheesh and ur throat wasnt on fire ??,,11
subtlechemism,1153522629988347906,2019-07-23 04:30:01,,,"""As fire, when brought into a place filled with inflammable substance, will unfailingly ignite it, so fiery thought… https://t.co/uwELYdtCmH",,19
ksshuttle,1153522627849441280,2019-07-23 04:30:00,,,Hundreds sign petition to save Bewdley Fire Station https://t.co/kTLz7h9uU6,,9
Alfonzowords,1153522627266244608,2019-07-23 04:30:00,,,"OK, I just saw the new #LionKing &amp;  HOLY SHIT DID THEY DELIVER!!! Those graphics were unreal, or rather they were S… https://t.co/bkb5w5VnJo",,23
scorpiofinestt,1153522614448676864,2019-07-23 04:29:57,,,Aye spaghetti w the macaroni noodles actually fire my grandma make it that way https://t.co/17ej822MjV,,15
edtorres19,1153522605963567104,2019-07-23 04:29:55,,,@DavidBegnaud clearly shows the fire was caused by the police https://t.co/y0YmBMdeYl,,11
TorontoJoe,1153522602733899776,2019-07-23 04:29:54,,,"@UBCAIMD The year is 2069, seeding complaints remain rampant and Battle of BC/GOML have been taken over by the alie… https://t.co/1OPKaexRy1",,21
scottbuffon,1153522601370636289,2019-07-23 04:29:54,,,"ACREAGE UPDATE: We updated our article with info on the #MuseumFire acreage typo.

New fire team confirms burn acre… https://t.co/NJn1coa3CQ",,20
JennieNielsen16,1153522582542405637,2019-07-23 04:29:49,,,"@RepMaxineWaters The impeachment question is all it'll ever be, a question. And if Rome is burning is because you a… https://t.co/0TMp6oKVJ3",,21
TheReal_KDubb,1153522580718018561,2019-07-23 04:29:49,,,Police fire teargas to break up massive protests demanding Puerto Rico governor resign https://t.co/jwvVukFSdz #mustread #feedly,,16
Elliott_MicahP,1153522578264186880,2019-07-23 04:29:48,,,@moanalizaaa1 My wife gotta carry that fire 🔫,,8
BrichibiTweets,1153522574896373760,2019-07-23 04:29:47,,,"Of course over time feelings happen, and of course the final ex is some Icy Hot BASTARD who can’t decide between fi… https://t.co/XM78WGyi2Z",,23
athenavlogs,1153522572752850944,2019-07-23 04:29:47,,,HANNAH THAT DRESS IS FIRE #THEBACHELORETTE,,6
hasbleidy_,1153522571616370688,2019-07-23 04:29:47,,,"A gas canister THROWN BY POLICE shattered the window of a vehicle, causing it to start in flames. Many protestors a… https://t.co/MAYc3KNAFg",,22
Tanya_Alves,1153522569078804481,2019-07-23 04:29:46,,,"Sources at the protest just told me the cops themselves threw teargas bombs to a car, causing the fire.

Fire is un… https://t.co/unVdZoYSG1",,23
KurucZac,1153522562879676422,2019-07-23 04:29:45,,,@Subtronics Vault remix is just wayyyy too fucking fire 💀💀💀 @Excision 🙅🏻‍♂️👁,,12
araujoo07_,1153522561059360768,2019-07-23 04:29:44,,,Joyce me amassoubno cross fire 🤬,,6
SportsOutliers,1153522551009603584,2019-07-23 04:29:42,,,@TanMart03 Spittin fire tonight. Nice. https://t.co/TEQLE037Hy,,6
PseudoTunes,1153522549902303232,2019-07-23 04:29:41,,,"@snaporegon @cody_da_man Yea which I fuck with lil Nas he makes good ass music, his album was fire. I just want to… https://t.co/RVN6jG3TL7",,23
1WiserWoman,1153522546362310656,2019-07-23 04:29:41,,,Prayers needed for the brave souls involved on all levels of this fire in As. God bless everyone. 🙏🙏🙏🙏🙏🙏🙏🙏💕💕💕💕💕💕💕💕💕💕 https://t.co/3MWJqz6cIJ,,20
AVlRGO,1153522539483865089,2019-07-23 04:29:39,,,I’ll slap fire out of all these hoes https://t.co/gYbzp97Uyz,,9
itslydiaendora,1153522530545786880,2019-07-23 04:29:37,,,I’m about to watch the episode when Dwight sets the office on fire(again) and cuts the face off that cpr doll. Top… https://t.co/BTGb3tOrlN,,23
viralizeed,1153522529212014592,2019-07-23 04:29:37,,,Most #viral News Now: South Korean jets fire warning shots at Russian planes after airspace violation https://t.co/TqoeVHVSl9,,17
smichaelis234,1153522521087651842,2019-07-23 04:29:35,,,Here’s the thing about coaches. If you live in the moment with coaches you will find reasons to fire every single c… https://t.co/dBK35zl7gN,,23
NSOMiBoyer,1153522510429708288,2019-07-23 04:29:32,,,I'm glad the Louisiana Police Officer who threated AOC has been fired. When is the US Border Patrol going to fire t… https://t.co/b6q7Jftlib,,23
emeraldpistols,1153522495800172544,2019-07-23 04:29:29,,,"Hey 🍒, if you're interested in
-Shingeki no kyojin
-Steins;gate
-Jojo's Bizarre Adventure
-Bleach
-HxH
-Bungou Stra… https://t.co/zRUy7qvFN9",,18
realramsaysnow,1153522494852227072,2019-07-23 04:29:28,,,@JourneyswithD @IDEASOFICE_FIRE Thank you for engaging back civilized #civildiscussion #weareallhuman,,10
e1ais,1153522493044469760,2019-07-23 04:29:28,,,"Huge swathes of the Arctic on fire, satellite images show 

#climatechange

https://t.co/N5FE0BXDhh",,12
OdwaGxumisa,1153522486866325504,2019-07-23 04:29:26,,,@OdwaGxumisa #YMornings @kandiskardash @DJAnkletap  you guys are a whole new vibe. You are on fire! Abashwe https://t.co/Zlx01JPpSj,,17
Pray4TheBatman,1153522476044967936,2019-07-23 04:29:24,,,K. Now fire them. https://t.co/kw409DmkRO,,5
es_keren,1153522470718251008,2019-07-23 04:29:23,,,.@DavidBegnaud  here's how the fire started https://t.co/0Yg2vRdY8u,,7
Smvvth,1153522468881084416,2019-07-23 04:29:22,,,@doojackson10 That’s fire,,3
needpassport,1153522467794771968,2019-07-23 04:29:22,,,"🚨ATTENTION -------------------- ATTENTION🚨

🔥-----------------------------------------------🔥… https://t.co/iwipTNpw8P",,5
Killer_Draco,1153522460551254016,2019-07-23 04:29:20,,,"@artcorecoil IIRC it just breaks the freeze, they have to be actual ice monsters to be 1-shot by  fire. But it's be… https://t.co/1GNDhJVrw5",,23
MORPHVIBE,1153522454054219777,2019-07-23 04:29:19,,,"we’re fire, that’s it",,4
akhihamad,1153522453525647361,2019-07-23 04:29:18,,,a ⁦@rihanna⁩ remix to this joint would be fire  https://t.co/mGd8WAPvTE,,10
MrJoshuaBowling,1153522447037034497,2019-07-23 04:29:17,,,Read this great dispatch to Flagstaff from @breeburkitt and @AndrewNicla who are up in the high country following r… https://t.co/0iRFBnMVJ0,,20
robwhitfield39,1153522445699018754,2019-07-23 04:29:17,,,@CstBraithwaite As a group carry yourselves with less attitude then.  Sunglasses and a glare is what looks at me in… https://t.co/OmR1JRRlq4,,21
BreeCimonee,1153522442201174016,2019-07-23 04:29:16,,,Fire sign season has returned. Hope this season is full of blessing for you all,,15
daddyshalsey,1153522436287225856,2019-07-23 04:29:14,,,MY TIMELINE MAKES ME WANT TO SET MY PHONE ON FIRE. ASSHOLES RUINING SHOWS.,,14
mrratbastardd,1153522434999537664,2019-07-23 04:29:14,,,soon our managers are going to realize how annoying allison and i are working together and fire us,,18
REAL_FAMOUS_,1153522427881762854,2019-07-23 04:29:12,,,My neighbor’s house caught on fire soooo my mom and I had to evacuate our house!,,16
Mzhooddiva34,1153522425746866179,2019-07-23 04:29:12,,,"I get hit by a randumb whyte chick wednesday, get arrested n held hostage thursday night til today, while locked up… https://t.co/hD4AVEiIZE",,22
EA_sports62,1153522424572461056,2019-07-23 04:29:12,,,@cofiv24 &amp; Bissonnet Fire too.,,5
yarrambat,1153522420784828417,2019-07-23 04:29:11,,,"@Zvyozdochka @beezageeza A few years ago my Lenovo notebook had an *OEM* battery catch fire, for what it's worth.… https://t.co/hu0uh4YYnP",,20
TrancewithEmma,1153522420256403457,2019-07-23 04:29:11,,,@d_fu66 and in court docs I can even request to maintain privacy and file under my entertainment name. But yeah it'… https://t.co/QK5obJyHx6,,22
birbmeow,1153522417337155584,2019-07-23 04:29:10,,,I just got result 'Golden Deer' on quiz 'Fire Emblem Three Houses: House Decider'. What will you get? https://t.co/e9jNvCg5UK,,19
SearingHellFire,1153522415240142850,2019-07-23 04:29:09,,,"@HellKnightWrath When the realisation that he had left hit her, a soft growl rumbled through her throat. She knew s… https://t.co/c9aBMvTkKY",,21
soonermagik,1153522413512142848,2019-07-23 04:29:09,,,@ESPNChiCubs If this is true that’s an auto fire of Joe after the game,,14
JaeAIK,1153522412425637889,2019-07-23 04:29:09,,,I can't believe you can hunt Man Bear Pig from southpark in Fire Emblem Three Houses. That's crazy. He was real the whole time.,,24
blakjordanbreen,1153522412107063296,2019-07-23 04:29:09,,,@ebonymystique @Ashymonger @petty_marshall @216Nez Do u speak this loudly when women hold men's feet to the fire or just come for men,,22
asreh1912,1153522409888190465,2019-07-23 04:29:08,,,@jackieaina As a fellow fire sign... https://t.co/QinYq0ZQ4w,,7
fffffff1337,1153522409548537857,2019-07-23 04:29:08,,,garbage fire,,2
fubar001,1153522403739426816,2019-07-23 04:29:07,,,@WalshFreedom Like drinking from a fire hose!,,7
ajreinhart,1153522399591223296,2019-07-23 04:29:06,,,New life springs from the bush not long after fire swept through Girraween National Park in Queensland's Granite Be… https://t.co/kf7g5W8LmG,,20
dwass34,1153522394449027072,2019-07-23 04:29:04,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='222efb7ee8b98c58', url='https://api.twitter.com/1.1/geo/id/222efb7ee8b98c58.json', place_type='city', name='Elmhurst', full_name='Elmhurst, IL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-87.9691933, 41.8477693], [-87.915373, 41.8477693], [-87.915373, 41.9316796], [-87.9691933, 41.9316796]]]), attributes={})",@cubsfan2033 @ESPNChiCubs Fire that clown now.,,6
2010DavidBowman,1153522389537427458,2019-07-23 04:29:03,,,@POTUSPressPool @juliemason @rodell The Fire Department is not an example of socialism. People dont seem to know what socialism is...,,20
MGabe84,1153522388417466370,2019-07-23 04:29:03,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='01c060cf466c6ce3', url='https://api.twitter.com/1.1/geo/id/01c060cf466c6ce3.json', place_type='city', name='Long Beach', full_name='Long Beach, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-118.250227, 33.732905], [-118.0631938, 33.732905], [-118.0631938, 33.885438], [-118.250227, 33.885438]]]), attributes={})",Only negative part is @sxeton being a lame ass and not drink with me.. the kicking our asses out to then eventually… https://t.co/JsplwkWbZN,,23
pdxfirelog,1153522384256638976,2019-07-23 04:29:02,"{'type': 'Point', 'coordinates': [-122.599364, 45.461627]}","Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='ac88a4f17a51c7fc', url='https://api.twitter.com/1.1/geo/id/ac88a4f17a51c7fc.json', place_type='city', name='Portland', full_name='Portland, OR', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-122.7900653, 45.421863], [-122.471751, 45.421863], [-122.471751, 45.6509405], [-122.7900653, 45.6509405]]]), attributes={})","SMOKES - SMOKE INVESTIGATION INSIDE A STRUCTURE at 6200 BLOCK OF SE CLATSOP ST, PORTLAND, OR [Portland Fire #RP19000062501] 21:12 #pdx911","{'type': 'Point', 'coordinates': [45.461627, -122.599364]}",21
Phedilson_A,1153522376392548352,2019-07-23 04:29:00,,,"Straight Outta Moz...
Fire 😅🔥👌 https://t.co/xJPagZDLLn",,6
shodaipuro2,1153522371350933504,2019-07-23 04:28:59,,,"#ぷろEnglish
◆#今日の英単語 :2019/07/23
◆☪️✴️alight
​◇burning:
▶︎I had to use a bit of petrol to get the fire alight.
▶︎The… https://t.co/4IR1ninEfG",,20
Nazaira_2,1153522363805458432,2019-07-23 04:28:57,,,he said i wish i never even told you pull up 🤦🏽‍♀️ i know those not the next lyrics that’s just fire 😭 https://t.co/igJ5GJcvpQ,,24
FructoseNo,1153522357102792710,2019-07-23 04:28:55,,,"#innocentcows under fire but supporters calling the anti-meat crew out.  
""the way greenhouse gases are measured an… https://t.co/Nb20V7hmrE",,18
NavaratnamSonny,1153522349666209792,2019-07-23 04:28:54,,,@realDonaldTrump is a cowardly bully who has to rely on his superior fire power to win..,,16
lukeylux,1153522348865150978,2019-07-23 04:28:54,,,@MikeCatSU This is me for Fire or Black Canary from Justice League Unlimited,,13
WIAMRadio,1153522347699310592,2019-07-23 04:28:53,,,Now playing: Start A Fire by Unspoken,,7
corrinaishii,1153522345144987648,2019-07-23 04:28:53,,,@SharklySnipes That’s fire 😩,,4
profmalavet,1153522342745780225,2019-07-23 04:28:52,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='4ec01c9dbc693497', url='https://api.twitter.com/1.1/geo/id/4ec01c9dbc693497.json', place_type='admin', name='Florida', full_name='Florida, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]), attributes={})","A burning car fire was put out by firefighters.

Protesters immediately told reporter, on camera, that a police tea… https://t.co/8DEBKp9aoT",,20
chaity85,1153522338778013697,2019-07-23 04:28:51,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})","#Kashmir  is much more bigger issue for #India than what #Taiwan &amp; #HongKong is for #China , @POTUS should not play… https://t.co/PfBTko9Frk",,22
HedgeBz,1153522325721145345,2019-07-23 04:28:48,,,"Volvo recalls 70,000 cars in the UK over fire risk https://t.co/DcMa8WLOYH #worldnews",,12
oaksupreme_,1153522311611465728,2019-07-23 04:28:45,,,By 22 this kid will be on fire. https://t.co/HzDORxkGjN,,9
lukester588,1153522301180116993,2019-07-23 04:28:42,,,"@shortvolumes $UUUU / $EFR shorts, from these price levels? Better watch it like a hawk the next month or two. Else… https://t.co/a33wktOrDV",,22
MuseZack,1153522296453156865,2019-07-23 04:28:41,,,@DanChiu4 Denzel tends to do more mainstream films than Leo but I love how he brings his 25-28 million dollar openi… https://t.co/k847HUty9V,,22
AlmightyMar_,1153522293085224960,2019-07-23 04:28:40,,,@OGGG_Jayy Don’t even cap like fire and desire ain’t hit 🧐,,11
bellaabrookss,1153522284637802496,2019-07-23 04:28:38,,,@katelyne_annn i’m a fire sign what can i say,,9
cubsfan2033,1153522283824275456,2019-07-23 04:28:38,,,@ESPNChiCubs Absolutely ridiculous.... Theo needs to fire this clown....,,9
TimesFreePress,1153522270482157568,2019-07-23 04:28:35,,,"Ben Rebne started the 2019 Chattanooga Choo Choo Invitational golf tournament Monday on his home course, Council Fi… https://t.co/S8ySHPVGkJ",,19
_fauxcus,1153522267600695296,2019-07-23 04:28:34,,,On everything ima be in the pool yellin young Keisha on fire y’all better beleeee dat 🗣😂 @_MyVisions,,18
JLJR,1153522262487830528,2019-07-23 04:28:33,,,@gocubsgo321 @ESPNChiCubs Yeah but saying to fire Joe is ridiculous. Let’s say he would’ve put in Kintzler and he w… https://t.co/okwOxKhifj,,21
Crlho_Jota,1153522260545802241,2019-07-23 04:28:32,,,@Regueeiro03 Vem fre fire,,4
celeste43_,1153522260478746624,2019-07-23 04:28:32,,,@ESPNChiCubs Fire joe,,3
valsmars,1153522258763272192,2019-07-23 04:28:32,,,@josedeynes @DavidBegnaud Tear gas thrown by the police caused the fire,,11
truemenotme,1153522255835668480,2019-07-23 04:28:31,,,@ISO50 @AppleMusic @MomAndPopMusic @ninjatune That minecraft fire tho,,8
test5f1798,1153522255722213376,2019-07-23 04:28:31,,,https://t.co/MyXYbYDxme : 734b05d2-324e-4547-a320-779c495b3cb0,,3
